"","Isolate","level 1","level 2","level 3","level 4","level 5","level 6","level 7","level 8","level 9","level 10","level 11","level 12"
"1","1944|KM204119|USA.Hawaii",1,1,1,1,1,1,1,1,1,1,1,1
"340","2001|KF955406|Cambodia",2,6,15,21,36,44,51,53,53,53,53,53
"341","2002|AB111076|Thailand",8,20,24,31,38,45,52,54,54,54,54,54
"342","2002|AB111077|Thailand",8,20,24,31,38,45,52,54,54,54,54,54
"343","2002|AB111078|Thailand",7,16,19,24,28,37,44,46,46,46,46,46
"344","2002|AB111079|Thailand",8,20,24,31,38,45,52,54,54,54,54,54
"345","2002|AB178040|Micronesia",8,20,24,31,38,45,52,54,54,54,54,54
"346","2002|AY726552|Myanmar",1,2,8,15,18,27,33,34,33,33,33,33
"347","2002|AY726553|Myanmar",4,11,10,25,29,38,45,47,47,47,47,47
"348","2002|AY732386|Thailand",4,12,21,26,30,41,49,51,51,51,51,51
"349","2002|AY732398|Thailand",7,16,19,24,28,37,44,46,46,46,46,46
"350","2002|AY732403|Thailand",2,5,6,12,14,19,22,21,21,21,21,21
"351","2002|DQ264970|Myanmar",4,11,10,25,29,38,45,47,47,47,47,47
"352","2002|DQ264971|Myanmar",4,11,10,25,29,38,45,47,47,47,47,47
"353","2002|DQ264973|Myanmar",4,11,10,25,29,38,45,47,47,47,47,47
"354","2002|DQ264974|Myanmar",4,11,10,25,29,38,45,47,47,47,47,47
"355","2002|DQ264979|Myanmar",4,11,10,25,29,38,45,47,47,47,47,47
"356","2002|DQ264980|Myanmar",4,11,10,25,29,38,45,47,47,47,47,47
"357","2002|DQ264981|Myanmar",4,11,9,16,19,28,34,35,34,34,34,34
"358","2002|DQ264982|Myanmar",4,11,10,25,29,38,45,47,47,47,47,47
"359","2002|DQ264983|Myanmar",4,11,10,25,29,38,45,47,47,47,47,47
"360","2002|DQ264984|Myanmar",4,11,10,25,29,38,45,47,47,47,47,47
"361","2002|DQ265018|Myanmar",4,11,10,25,29,38,45,47,47,47,47,47
"362","2002|DQ265019|Myanmar",4,11,10,25,29,38,45,47,47,47,47,47
"363","2002|DQ265020|Myanmar",4,11,10,25,29,38,45,47,47,47,47,47
"364","2002|DQ265022|Myanmar",4,11,10,25,29,38,45,47,47,47,47,47
"365","2002|DQ265023|Myanmar",4,11,9,16,19,28,34,35,34,34,34,34
"366","2002|DQ265026|Myanmar",4,11,10,25,29,38,45,47,47,47,47,47
"367","2002|DQ265030|Myanmar",4,11,10,25,29,38,45,47,47,47,47,47
"368","2002|DQ265031|Myanmar",4,11,10,25,29,38,45,47,47,47,47,47
"369","2002|DQ265035|Myanmar",4,11,9,16,19,28,34,35,34,34,34,34
"370","2002|DQ265039|Myanmar",4,11,10,25,29,38,45,47,47,47,47,47
"371","2002|DQ265040|Myanmar",4,11,9,16,19,28,34,35,34,34,34,34
"372","2002|DQ265041|Myanmar",4,11,10,25,29,38,45,47,47,47,47,47
"373","2002|DQ265044|Myanmar",4,11,10,25,29,38,45,47,47,47,47,47
"374","2002|DQ265045|Myanmar",4,11,10,25,29,38,45,47,47,47,47,47
"375","2002|DQ265046|Myanmar",4,11,9,16,19,28,34,35,34,34,34,34
"376","2002|DQ265047|Myanmar",4,11,10,25,29,38,45,47,47,47,47,47
"377","2002|DQ265048|Myanmar",4,11,10,25,29,38,45,47,47,47,47,47
"378","2002|DQ265049|Myanmar",4,11,10,25,29,38,45,47,47,47,47,47
"379","2002|DQ265050|Myanmar",4,11,10,25,29,38,45,47,47,47,47,47
"380","2002|DQ265051|Myanmar",4,11,9,16,19,28,34,35,34,34,34,34
"381","2002|DQ265052|Myanmar",4,11,10,25,29,38,45,47,47,47,47,47
"382","2002|DQ265053|Myanmar",4,11,10,25,29,38,45,47,47,47,47,47
"383","2002|DQ265054|Myanmar",4,11,10,25,29,38,45,47,47,47,47,47
"384","2002|DQ265055|Myanmar",4,11,10,25,29,38,45,47,47,47,47,47
"385","2002|DQ265056|Myanmar",4,11,9,16,19,28,34,35,34,34,34,34
"386","2002|DQ265119|Myanmar",4,11,10,25,29,38,45,47,47,47,47,47
"387","2002|DQ265121|Myanmar",4,11,10,25,29,38,45,47,47,47,47,47
"388","2002|DQ265123|Myanmar",4,11,10,25,29,38,45,47,47,47,47,47
"389","2002|DQ265128|Myanmar",4,11,9,16,19,28,34,35,34,34,34,34
"390","2002|DQ265132|Myanmar",4,11,10,25,29,38,45,47,47,47,47,47
"391","2002|DQ265136|Myanmar",4,11,10,25,29,38,45,47,47,47,47,47
"392","2002|DQ265137|Myanmar",4,11,9,16,19,28,34,35,34,34,34,34
"393","2002|DQ265138|Myanmar",4,11,10,25,29,38,45,47,47,47,47,47
"394","2002|DQ265139|Myanmar",4,11,10,25,29,38,45,47,47,47,47,47
"395","2002|DQ265143|Myanmar",4,11,10,25,29,38,45,47,47,47,47,47
"396","2002|DQ265145|Myanmar",4,11,10,25,29,38,45,47,47,47,47,47
"397","2002|DQ265147|Myanmar",4,11,10,25,29,38,45,47,47,47,47,47
"398","2002|DQ265148|Myanmar",4,11,10,25,29,38,45,47,47,47,47,47
"399","2002|DQ265152|Myanmar",4,11,10,25,29,38,45,47,47,47,47,47
"400","2002|DQ265155|Myanmar",4,11,10,25,29,38,45,47,47,47,47,47
"401","2002|DQ265156|Myanmar",4,11,10,25,29,38,45,47,47,47,47,47
"402","2002|EU069599|Singapore",3,9,11,17,20,30,53,55,55,55,55,55
"403","2002|EU069600|Singapore",8,20,24,31,38,45,52,54,54,54,54,54
"404","2002|FJ639674|Cambodia",3,9,12,33,39,46,55,57,56,56,56,56
"405","2002|JN376778|Vietnam",3,9,11,17,20,30,53,55,55,55,55,55
"406","2002|JQ317716|China",6,14,17,23,27,36,43,45,45,45,45,45
"407","2002|JQ317746|China",6,14,17,23,27,36,43,45,45,45,45,45
"408","2002|KC861930|Vietnam",9,23,26,36,40,47,56,58,57,57,57,57
"409","2002|KC861937|Vietnam",9,23,26,36,40,47,56,58,57,57,57,57
"410","2002|KC861979|Vietnam",9,23,26,36,40,47,56,58,57,57,57,57
"411","2003|EU069598|Singapore",8,20,24,31,38,45,52,54,54,54,54,54
"412","2003|EU069601|Singapore",8,20,24,31,38,45,52,54,54,54,54,54
"413","2003|EU069607|Singapore",8,20,24,31,38,45,52,54,54,54,54,54
"414","2003|EU069608|Singapore",8,20,24,31,38,45,52,54,54,54,54,54
"415","2003|EU069610|Singapore",8,20,24,31,38,45,52,54,54,54,54,54
"416","2003|EU069612|Singapore",8,20,24,31,38,45,52,54,54,54,54,54
"417","2003|EU069614|Singapore",8,20,24,31,38,45,52,54,54,54,54,54
"418","2003|EU069615|Singapore",8,20,24,31,38,45,52,54,54,54,54,54
"419","2003|EU069616|Singapore",8,20,24,31,38,45,52,54,54,54,54,54
"420","2003|EU069617|Singapore",8,20,24,31,38,45,52,54,54,54,54,54
"421","2003|EU448393|Thailand",7,16,19,24,28,37,44,46,46,46,46,46
"422","2003|EU448396|Thailand",8,20,24,31,38,45,52,54,54,54,54,54
"423","2003|EU482476|Vietnam",9,23,26,36,40,47,56,58,57,57,57,57
"424","2003|EU482789|Vietnam",9,23,26,36,40,47,56,58,57,57,57,57
"425","2003|EU482790|Vietnam",3,9,12,33,39,46,55,57,56,56,56,56
"426","2003|EU482791|Vietnam",9,23,26,36,40,47,56,58,57,57,57,57
"427","2003|EU482792|Vietnam",9,23,26,36,40,47,56,58,57,57,57,57
"428","2003|FJ469907|Singapore",8,20,24,31,38,45,52,54,54,54,54,54
"429","2003|FJ469908|Singapore",8,20,24,31,38,45,52,54,54,54,54,54
"430","2003|FJ469909|Singapore",8,20,24,31,38,45,52,54,54,54,54,54
"431","2003|FJ639675|Cambodia",3,9,11,17,20,30,53,55,55,55,55,55
"432","2003|FJ639676|Cambodia",2,6,15,21,36,44,51,53,53,53,53,53
"433","2003|FJ639677|Cambodia",5,13,14,19,24,33,40,42,41,41,41,41
"434","2003|FJ639678|Cambodia",2,6,15,22,41,48,57,59,58,58,58,58
"435","2003|FJ639679|Cambodia",10,25,28,37,42,49,58,60,59,59,59,59
"436","2003|FJ639680|Cambodia",5,13,14,19,24,33,40,42,41,41,41,41
"437","2003|FJ639681|Cambodia",5,13,14,19,24,33,40,42,41,41,41,41
"438","2003|FJ850069|Cambodia",2,6,15,21,37,50,59,61,60,60,60,60
"439","2003|FJ882562|Vietnam",5,13,14,19,24,33,40,42,41,41,41,41
"440","2003|FJ882563|Vietnam",5,13,14,19,24,33,40,42,41,41,41,41
"441","2003|FJ882564|Vietnam",9,23,26,36,40,47,56,58,57,57,57,57
"442","2003|FJ882565|Vietnam",9,23,26,36,40,47,56,58,57,57,57,57
"443","2003|FJ882566|Vietnam",9,23,26,36,40,47,56,58,57,57,57,57
"444","2003|FJ882567|Vietnam",9,23,26,36,40,47,56,58,57,57,57,57
"445","2003|FJ882568|Vietnam",9,23,26,36,40,47,56,58,57,57,57,57
"446","2003|GQ199830|Vietnam",9,23,26,36,40,47,56,58,57,57,57,57
"447","2003|GQ199831|Vietnam",9,23,26,36,40,47,56,58,57,57,57,57
"448","2003|GQ199832|Vietnam",9,23,26,36,40,47,56,58,57,57,57,57
"449","2003|GQ868618|Cambodia",3,9,11,17,20,30,54,62,61,61,61,61
"450","2003|GQ868619|Cambodia",5,13,14,19,24,33,40,42,41,41,41,41
"451","2003|HM134239|Thailand",7,16,19,24,28,37,44,46,46,46,46,46
"452","2003|JN376779|Vietnam",2,6,15,21,37,50,59,61,60,60,60,60
"453","2003|JN556045|Thailand",7,16,19,24,28,37,44,46,46,46,46,46
"454","2003|JN638323|Thailand",2,6,15,20,26,35,42,44,44,44,44,44
"455","2003|JN638332|Thailand",7,16,19,24,28,37,44,46,46,46,46,46
"456","2003|KC861920|Vietnam",3,9,12,33,39,46,55,57,56,56,56,56
"457","2003|KC861964|Vietnam",3,9,11,17,20,30,53,56,62,62,62,62
"458","2003|KF955445|Cambodia",5,13,14,19,24,33,40,42,41,41,41,41
"459","2004|AM746216|Saudi_Arabia",1,3,29,38,43,51,60,63,63,63,63,63
"460","2004|AM746217|Saudi_Arabia",1,3,30,40,44,52,61,64,64,64,64,64
"461","2004|AY835999|China",7,16,19,24,28,37,44,46,46,46,46,46
"462","2004|AY871812|China",7,16,19,24,28,37,44,46,46,46,46,46
"463","2004|DQ193572|China",8,20,24,31,38,45,52,54,54,54,54,54
"464","2004|DQ836632|China",7,16,19,24,28,37,44,46,46,46,46,46
"465","2004|EF508202|China",8,20,24,32,45,53,62,65,65,65,65,65
"466","2004|EU069593|Singapore",8,20,24,32,46,54,63,66,66,66,66,66
"467","2004|EU069603|Singapore",8,20,24,32,45,53,62,65,65,65,65,65
"468","2004|EU069605|Singapore",8,20,24,32,45,53,62,65,65,65,65,65
"469","2004|EU069606|Singapore",8,20,24,32,45,53,62,65,65,65,65,65
"470","2004|EU069609|Singapore",8,20,24,32,45,53,62,65,65,65,65,65
"471","2004|EU069613|Singapore",8,20,24,32,45,53,62,65,65,65,65,65
"472","2004|EU069618|Singapore",8,21,32,41,47,55,64,67,67,67,67,67
"473","2004|EU069619|Singapore",8,20,24,32,45,53,62,65,65,65,65,65
"474","2004|EU069620|Singapore",8,20,24,31,38,45,52,54,54,54,54,54
"475","2004|EU069621|Singapore",8,20,24,32,46,54,63,66,66,66,66,66
"476","2004|EU069622|Singapore",8,20,24,32,46,54,63,66,66,66,66,66
"477","2004|EU069623|Singapore",8,20,24,32,45,53,62,65,65,65,65,65
"478","2004|EU069624|Singapore",8,20,24,31,38,45,52,54,54,54,54,54
"479","2004|EU448386|Thailand",2,4,4,11,23,32,38,38,37,37,37,37
"480","2004|EU448387|Vietnam",9,23,26,36,40,47,56,58,57,57,57,57
"481","2004|FJ639682|Cambodia",5,13,14,19,24,33,40,42,41,41,41,41
"482","2004|FJ882569|Vietnam",9,23,26,36,40,47,56,58,57,57,57,57
"483","2004|FR666922|Malaysia",8,20,24,31,38,45,52,54,54,54,54,54
"484","2004|FR666923|Malaysia",8,20,24,31,38,45,52,54,54,54,54,54
"485","2004|FR666926|Malaysia",8,20,24,31,38,45,52,54,54,54,54,54
"486","2004|GQ199833|Vietnam",9,23,26,36,40,47,56,58,57,57,57,57
"487","2004|GQ328923|Malaysia",8,20,24,31,38,45,52,54,54,54,54,54
"488","2004|JN376780|Vietnam",9,23,26,36,40,47,56,58,57,57,57,57
"489","2004|JQ287664|Cambodia",2,6,15,21,37,50,59,61,60,60,60,60
"490","2004|JQ317718|China",8,20,24,32,45,53,62,65,65,65,65,65
"491","2004|KC861921|Vietnam",3,9,12,33,39,46,55,57,56,56,56,56
"492","2004|KC861923|Vietnam",3,9,12,33,39,46,55,57,56,56,56,56
"493","2004|KC861929|Vietnam",9,23,26,36,40,47,56,58,57,57,57,57
"494","2004|KC861934|Vietnam",3,9,12,33,39,46,55,57,56,56,56,56
"495","2004|KC861943|Vietnam",9,23,26,36,40,47,56,58,57,57,57,57
"496","2004|KC861951|Vietnam",9,23,26,36,40,47,56,58,57,57,57,57
"497","2004|KC861954|Vietnam",9,23,26,36,40,47,56,58,57,57,57,57
"498","2004|KC861956|Vietnam",3,9,12,33,39,46,55,57,56,56,56,56
"499","2004|KC861958|Vietnam",5,13,14,19,24,33,40,42,41,41,41,41
"500","2004|KC861972|Vietnam",9,23,26,36,40,47,56,58,57,57,57,57
"501","2004|KU570091|China",8,20,24,31,38,45,52,54,54,54,54,54
"502","2004|KU570092|China",8,20,24,31,38,45,52,54,54,54,54,54
"503","2004|KU570093|China",8,20,24,31,38,45,52,54,54,54,54,54
"504","2004|KY971685|Vietnam",9,23,26,36,40,47,56,58,57,57,57,57
"505","2004|LC148022|Malaysia",8,20,24,31,38,45,52,54,54,54,54,54
"506","2005|AM746214|Saudi_Arabia",1,3,29,39,49,58,67,68,68,68,68,68
"507","2005|AM746215|Saudi_Arabia",1,3,29,38,43,51,60,63,63,63,63,63
"508","2005|EF654105|Indonesia",11,26,35,44,50,59,68,69,69,69,69,69
"509","2005|EF654106|Indonesia",11,26,35,44,50,59,68,69,69,69,69,69
"510","2005|EF654107|Indonesia",11,26,35,44,50,59,68,69,69,69,69,69
"511","2005|EF654108|Thailand",7,16,20,45,51,60,69,70,70,70,70,70
"512","2005|EF654109|Thailand",7,16,19,24,28,37,44,46,46,46,46,46
"513","2005|EU069594|Singapore",8,20,24,32,45,53,62,65,65,65,65,65
"514","2005|EU069595|Singapore",8,20,24,32,46,54,63,66,66,66,66,66
"515","2005|EU069596|Singapore",8,20,24,32,45,53,62,65,65,65,65,65
"516","2005|EU069602|Singapore",8,20,24,32,45,53,62,65,65,65,65,65
"517","2005|EU069604|Singapore",11,26,35,44,50,59,68,69,69,69,69,69
"518","2005|EU081226|Singapore",8,20,24,32,46,54,63,66,66,66,66,66
"519","2005|EU081227|Singapore",8,20,24,32,46,54,63,66,66,66,66,66
"520","2005|EU081228|Singapore",8,20,24,32,46,54,63,66,66,66,66,66
"521","2005|EU081229|Singapore",8,20,24,32,46,54,63,66,66,66,66,66
"522","2005|EU081230|Singapore",8,20,24,32,45,53,62,65,65,65,65,65
"523","2005|EU081231|Singapore",8,20,24,32,46,54,63,66,66,66,66,66
"524","2005|EU081232|Singapore",8,20,24,32,46,54,63,66,66,66,66,66
"525","2005|EU081233|Singapore",8,20,24,32,46,54,63,66,66,66,66,66
"526","2005|EU081234|Singapore",8,20,24,32,46,54,63,66,66,66,66,66
"527","2005|EU081235|Singapore",8,20,24,32,45,53,62,65,65,65,65,65
"528","2005|EU081236|Singapore",8,20,24,32,46,54,63,66,66,66,66,66
"529","2005|EU081237|Singapore",8,20,24,32,46,54,63,66,66,66,66,66
"530","2005|EU081238|Singapore",8,20,24,32,45,53,62,65,65,65,65,65
"531","2005|EU081239|Singapore",8,20,24,32,45,53,62,65,65,65,65,65
"532","2005|EU081240|Singapore",8,20,24,32,46,54,63,66,66,66,66,66
"533","2005|EU081241|Singapore",8,20,24,32,46,54,63,66,66,66,66,66
"534","2005|EU081242|Singapore",8,20,24,32,46,54,63,66,66,66,66,66
"535","2005|EU081243|Singapore",8,20,24,32,46,54,63,66,66,66,66,66
"536","2005|EU081244|Singapore",8,20,24,32,46,54,63,66,66,66,66,66
"537","2005|EU081245|Singapore",8,20,24,32,46,54,63,66,66,66,66,66
"538","2005|EU081246|Singapore",8,20,24,32,46,54,63,66,66,66,66,66
"539","2005|EU081247|Singapore",8,20,24,32,46,54,63,66,66,66,66,66
"540","2005|EU081248|Singapore",8,20,24,32,46,54,63,66,66,66,66,66
"541","2005|EU081249|Singapore",8,20,24,32,46,54,63,66,66,66,66,66
"542","2005|EU081250|Singapore",8,20,24,32,46,54,63,66,66,66,66,66
"543","2005|EU081251|Singapore",8,20,24,32,46,54,63,66,66,66,66,66
"544","2005|EU081252|Singapore",8,20,24,32,46,54,63,66,66,66,66,66
"545","2005|EU081253|Singapore",8,20,24,32,46,54,63,66,66,66,66,66
"546","2005|EU081254|Singapore",8,20,24,32,46,54,63,66,66,66,66,66
"547","2005|EU081255|Singapore",8,20,24,32,45,53,62,65,65,65,65,65
"548","2005|EU081256|Singapore",8,20,24,32,46,54,63,66,66,66,66,66
"549","2005|EU081257|Singapore",8,20,24,32,45,53,62,65,65,65,65,65
"550","2005|EU081259|Singapore",8,20,24,32,46,54,63,66,66,66,66,66
"551","2005|EU081260|Singapore",8,20,24,32,45,53,62,65,65,65,65,65
"552","2005|EU081261|Singapore",8,20,24,32,46,54,63,66,66,66,66,66
"553","2005|EU081262|Singapore",8,20,24,32,45,53,62,65,65,65,65,65
"554","2005|EU081263|Singapore",8,20,24,32,46,54,63,66,66,66,66,66
"555","2005|EU081264|Singapore",8,20,24,32,46,54,63,66,66,66,66,66
"556","2005|EU081265|Singapore",8,20,24,32,46,54,63,66,66,66,66,66
"557","2005|EU081266|Singapore",8,20,24,32,46,54,63,66,66,66,66,66
"558","2005|EU081267|Singapore",8,20,24,32,46,54,63,66,66,66,66,66
"559","2005|EU081268|Singapore",8,20,24,32,46,54,63,66,66,66,66,66
"560","2005|EU081269|Singapore",8,20,24,32,46,54,63,66,66,66,66,66
"561","2005|EU081270|Singapore",8,20,24,32,46,54,63,66,66,66,66,66
"562","2005|EU081271|Singapore",8,20,24,32,46,54,63,66,66,66,66,66
"563","2005|EU081272|Singapore",8,20,24,32,46,54,63,66,66,66,66,66
"564","2005|EU081273|Singapore",8,20,24,32,46,54,63,66,66,66,66,66
"565","2005|EU081274|Singapore",8,20,24,32,46,54,63,66,66,66,66,66
"566","2005|EU081275|Singapore",8,20,24,32,46,54,63,66,66,66,66,66
"567","2005|EU081276|Singapore",8,21,33,47,53,61,70,71,71,71,71,71
"568","2005|EU081277|Singapore",8,20,24,31,38,45,52,54,54,54,54,54
"569","2005|EU081278|Singapore",8,20,24,32,45,53,62,65,65,65,65,65
"570","2005|EU081279|Singapore",8,20,24,32,46,54,63,66,66,66,66,66
"571","2005|EU448399|Singapore",8,20,24,32,46,54,63,66,66,66,66,66
"572","2005|FJ639683|Cambodia",10,25,28,37,42,49,58,60,59,59,59,59
"573","2005|FJ639684|Cambodia",3,9,11,18,54,62,71,72,72,72,72,72
"574","2005|FJ639685|Cambodia",10,25,28,37,42,49,58,60,59,59,59,59
"575","2005|FJ882570|Vietnam",9,23,26,36,40,47,56,58,57,57,57,57
"576","2005|FJ898386|Vietnam",9,23,26,36,40,47,56,58,57,57,57,57
"577","2005|FJ898387|Vietnam",3,8,7,14,17,25,31,32,31,31,31,31
"578","2005|FJ898388|Vietnam",3,8,7,14,17,25,31,32,31,31,31,31
"579","2005|FJ898389|Vietnam",9,23,26,36,40,47,56,58,57,57,57,57
"580","2005|FJ898390|Vietnam",9,23,27,48,55,63,72,73,73,73,73,73
"581","2005|FJ898391|Vietnam",3,8,7,14,17,25,31,32,31,31,31,31
"582","2005|FJ898392|Vietnam",9,23,26,36,40,47,56,58,57,57,57,57
"583","2005|FJ898393|Vietnam",9,24,37,50,56,64,73,74,74,74,74,74
"584","2005|FJ898394|Vietnam",9,23,26,36,40,47,56,58,57,57,57,57
"585","2005|FJ898395|Vietnam",5,13,14,19,24,33,40,42,41,41,41,41
"586","2005|FR666924|Malaysia",8,20,24,31,38,45,52,54,54,54,54,54
"587","2005|FR666925|Malaysia",8,20,24,31,38,45,52,54,54,54,54,54
"588","2005|FR666927|Malaysia",8,20,24,31,38,45,52,54,54,54,54,54
"589","2005|FR666928|Malaysia",8,20,24,31,38,45,52,54,54,54,54,54
"590","2005|GQ199834|Vietnam",9,23,26,36,40,47,56,58,57,57,57,57
"591","2005|GQ199835|Vietnam",9,23,26,36,40,47,56,58,57,57,57,57
"592","2005|GQ199836|Vietnam",9,23,26,36,40,47,56,58,57,57,57,57
"593","2005|GQ199837|Vietnam",9,23,26,36,40,47,56,58,57,57,57,57
"594","2005|GQ199838|Vietnam",9,23,26,36,40,47,56,58,57,57,57,57
"595","2005|GU131923|Cambodia",10,25,28,37,42,49,58,60,59,59,59,59
"596","2005|JN376781|Vietnam",9,23,26,36,40,47,56,58,57,57,57,57
"597","2005|JN415511|Malaysia",8,20,24,31,38,45,52,54,54,54,54,54
"598","2005|JN415529|NA",8,20,24,31,38,45,52,54,54,54,54,54
"599","2005|JN638324|Thailand",7,16,19,24,28,37,44,46,46,46,46,46
"600","2005|JN638333|Thailand",7,16,19,24,28,37,44,46,46,46,46,46
"601","2005|JN697057|Malaysia",8,20,24,31,38,45,52,54,54,54,54,54
"602","2005|JN697058|Malaysia",8,21,32,41,47,55,65,75,75,75,75,75
"603","2005|JQ993131|Thailand",7,16,19,24,28,37,44,46,46,46,46,46
"604","2005|JQ993194|Thailand",7,16,19,24,28,37,44,46,46,46,46,46
"605","2005|KC861939|Vietnam",9,24,38,52,58,65,74,77,76,76,76,76
"606","2005|KJ806933|Singapore",8,20,24,32,46,54,63,66,66,66,66,66
"607","2005|KP406802|Indonesia",11,26,35,44,50,59,68,69,69,69,69,69
"608","2006|AM746212|Saudi_Arabia",1,3,29,38,43,51,60,63,63,63,63,63
"609","2006|AM746213|Saudi_Arabia",1,3,29,39,49,58,67,68,68,68,68,68
"610","2006|EF113152|China",7,17,39,54,59,66,75,78,77,77,77,77
"611","2006|EF113153|China",7,17,39,54,59,66,75,78,77,77,77,77
"612","2006|EF508203|China",6,14,17,23,27,36,43,45,45,45,45,45
"613","2006|EF508204|China",7,18,42,57,60,67,76,79,78,78,78,78
"614","2006|EF508205|China",7,17,39,54,59,66,75,78,77,77,77,77
"615","2006|EF508206|China",12,30,44,60,62,69,77,80,79,79,79,79
"616","2006|EF508207|China",12,30,44,60,62,69,77,80,79,79,79,79
"617","2006|EU081280|Singapore",8,20,24,32,45,53,62,65,65,65,65,65
"618","2006|EU081281|Singapore",8,20,24,32,45,53,62,65,65,65,65,65
"619","2006|EU249490|Vietnam",3,8,7,14,17,25,31,32,31,31,31,31
"620","2006|EU249491|Vietnam",5,13,14,19,24,33,40,42,41,41,41,41
"621","2006|EU249492|Vietnam",3,10,46,64,64,71,78,81,80,80,80,80
"622","2006|EU249493|Vietnam",3,8,7,14,17,25,31,32,31,31,31,31
"623","2006|EU249494|Vietnam",9,23,26,36,40,47,56,58,57,57,57,57
"624","2006|EU249495|Vietnam",9,23,27,48,55,63,72,73,73,73,73,73
"625","2006|EU448391|Indonesia",3,8,7,14,17,25,31,32,31,31,31,31
"626","2006|EU448400|Malaysia",8,21,33,47,53,61,70,71,71,71,71,71
"627","2006|EU482480|Vietnam",3,10,47,66,66,72,79,82,81,81,81,81
"628","2006|EU482518|Vietnam",9,23,27,48,55,63,72,73,73,73,73,73
"629","2006|EU482519|Vietnam",9,23,27,48,55,63,72,73,73,73,73,73
"630","2006|EU482520|Vietnam",6,14,17,23,27,36,43,45,45,45,45,45
"631","2006|EU482521|Vietnam",10,25,28,37,42,49,58,60,59,59,59,59
"632","2006|EU482522|Vietnam",6,14,17,23,27,36,43,45,45,45,45,45
"633","2006|EU482523|Vietnam",6,14,17,23,27,36,43,45,45,45,45,45
"634","2006|EU482524|Vietnam",6,14,17,23,27,36,43,45,45,45,45,45
"635","2006|EU482525|Vietnam",5,13,14,19,24,33,40,42,41,41,41,41
"636","2006|EU482526|Vietnam",9,23,26,36,40,47,56,58,57,57,57,57
"637","2006|EU482527|Vietnam",3,8,7,14,17,25,31,32,31,31,31,31
"638","2006|EU482528|Vietnam",3,8,7,14,17,25,31,32,31,31,31,31
"639","2006|EU482529|Vietnam",6,14,17,23,27,36,43,45,45,45,45,45
"640","2006|EU482530|Vietnam",6,14,17,23,27,36,43,45,45,45,45,45
"641","2006|EU482531|Vietnam",9,23,27,48,55,63,72,73,73,73,73,73
"642","2006|EU482532|Vietnam",3,8,7,14,17,25,31,32,31,31,31,31
"643","2006|EU482533|Vietnam",3,8,7,14,17,25,31,32,31,31,31,31
"644","2006|EU482534|Vietnam",3,10,46,65,67,73,80,83,82,82,82,82
"645","2006|EU482535|Vietnam",9,24,38,52,58,65,74,77,76,76,76,76
"646","2006|EU482536|Vietnam",3,10,47,66,66,72,79,82,81,81,81,81
"647","2006|EU482537|Vietnam",9,23,27,48,55,63,72,73,73,73,73,73
"648","2006|EU482538|Vietnam",3,10,47,66,66,72,79,82,81,81,81,81
"649","2006|EU482539|Vietnam",6,14,17,23,27,36,43,45,45,45,45,45
"650","2006|EU482540|Vietnam",5,13,14,19,24,33,40,42,41,41,41,41
"651","2006|EU482706|Vietnam",3,10,47,66,66,72,79,82,81,81,81,81
"652","2006|EU482707|Vietnam",5,13,14,19,24,33,40,42,41,41,41,41
"653","2006|EU482793|Vietnam",3,10,46,65,67,73,80,83,82,82,82,82
"654","2006|EU482794|Vietnam",9,24,37,50,56,64,73,74,74,74,74,74
"655","2006|EU482795|Vietnam",3,8,7,14,17,25,31,32,31,31,31,31
"656","2006|EU482796|Vietnam",9,24,38,52,58,65,74,77,76,76,76,76
"657","2006|EU482797|Vietnam",3,8,7,14,17,25,31,32,31,31,31,31
"658","2006|EU482798|Vietnam",3,10,46,65,67,73,80,83,82,82,82,82
"659","2006|EU482799|Vietnam",6,14,17,23,27,36,43,45,45,45,45,45
"660","2006|EU482800|Vietnam",3,8,7,14,17,25,31,32,31,31,31,31
"661","2006|EU482801|Vietnam",6,14,17,23,27,36,43,45,45,45,45,45
"662","2006|EU482802|Vietnam",3,8,7,14,17,25,31,32,31,31,31,31
"663","2006|EU482803|Vietnam",3,8,7,14,17,25,31,32,31,31,31,31
"664","2006|EU482804|Vietnam",3,8,7,14,17,25,31,32,31,31,31,31
"665","2006|EU482805|Vietnam",6,14,17,23,27,36,43,45,45,45,45,45
"666","2006|EU482806|Vietnam",9,23,26,36,40,47,56,58,57,57,57,57
"667","2006|EU482807|Vietnam",3,8,7,14,17,25,31,32,31,31,31,31
"668","2006|EU482808|Vietnam",3,8,7,14,17,25,31,32,31,31,31,31
"669","2006|EU482809|Vietnam",3,10,47,66,66,72,79,82,81,81,81,81
"670","2006|EU482810|Vietnam",3,10,46,64,64,71,78,81,80,80,80,80
"671","2006|EU482811|Vietnam",7,16,20,45,51,60,69,70,70,70,70,70
"672","2006|EU482812|Vietnam",6,14,17,23,27,36,43,45,45,45,45,45
"673","2006|EU482813|Vietnam",3,8,7,14,17,25,31,32,31,31,31,31
"674","2006|EU482814|Vietnam",3,8,7,14,17,25,31,32,31,31,31,31
"675","2006|EU482815|Vietnam",3,8,7,14,17,25,31,32,31,31,31,31
"676","2006|EU482816|Vietnam",3,8,7,14,17,25,31,32,31,31,31,31
"677","2006|EU482817|Vietnam",3,8,7,14,17,25,31,32,31,31,31,31
"678","2006|EU482818|Vietnam",6,14,17,23,27,36,43,45,45,45,45,45
"679","2006|EU482819|Vietnam",3,8,7,14,17,25,31,32,31,31,31,31
