"","Isolate","level 1","level 2","level 3","level 4","level 5","level 6","level 7","level 8","level 9","level 10","level 11","level 12"
"1","1956|KF289073|India",1,1,1,1,1,1,1,1,1,1,1,1
"1364","2014|KY474304|Ecuador",7,20,55,76,147,183,193,196,196,196,196,196
"1365","2014|KY474305|Ecuador",7,19,38,90,110,114,117,120,120,120,120,120
"1366","2014|KY474306|Ecuador",7,19,38,90,110,114,117,120,120,120,120,120
"1367","2014|KY474307|Ecuador",7,20,55,76,148,184,194,197,197,197,197,197
"1368","2014|KY495794|Maldives",10,27,40,80,99,99,102,105,105,105,105,105
"1369","2014|KY581735|India",10,27,40,80,99,99,102,105,105,105,105,105
"1370","2014|KY818140|Honduras",9,23,36,58,155,172,179,181,181,181,181,181
"1371","2014|LC038145|Malaysia",10,28,59,79,95,95,99,102,102,102,102,102
"1372","2014|LC038147|Indonesia",10,28,59,79,95,95,99,102,102,102,102,102
"1373","2014|MF797878|Ecuador",7,20,55,76,148,184,194,197,197,197,197,197
"1374","2015|KT825041|NA",4,13,70,117,144,159,162,163,163,163,163,163
"1375","2015|KT825042|Thailand",10,28,59,79,95,95,99,102,102,102,102,102
"1376","2015|KT825067|Australia",10,28,59,79,95,95,99,102,102,102,102,102
"1377","2015|KT825068|India",10,27,40,80,99,99,102,105,105,105,105,105
"1378","2015|KT827378|China",10,28,60,116,143,158,161,162,162,162,162,162
"1379","2015|KX721476|India",10,27,42,119,162,185,195,198,198,198,198,198
"1380","2015|KX721477|India",10,27,42,119,162,185,195,198,198,198,198,198
"1381","2015|KX721478|India",10,27,42,119,162,185,195,198,198,198,198,198
"1382","2015|KX721479|India",10,27,42,119,162,185,195,198,198,198,198,198
"1383","2015|KX721480|India",10,27,42,119,162,185,195,198,198,198,198,198
"1384","2015|KX721481|India",10,27,42,119,162,185,195,198,198,198,198,198
"1385","2015|KX721482|India",10,27,42,119,162,185,195,198,198,198,198,198
"1386","2015|KX901656|Colombia",7,20,55,75,92,141,144,178,178,178,178,178
"1387","2015|KY021897|India",10,27,40,80,99,99,102,105,105,105,105,105
"1388","2015|KY021898|India",10,27,40,80,99,99,102,105,105,105,105,105
"1389","2015|KY021899|India",10,27,40,80,99,99,102,105,105,105,105,105
"1390","2015|KY021900|India",1,3,33,78,104,107,110,113,113,113,113,113
"1391","2015|KY921903|Singapore",10,28,59,79,95,95,99,102,102,102,102,102
"1392","2015|KY978440|India",10,27,40,80,99,99,102,105,105,105,105,105
"1393","2016|GZ-18488|China",10,28,59,79,95,95,99,102,102,102,102,102
"1394","2016|KX372686|China",10,28,59,79,95,95,99,102,102,102,102,102
"1395","2016|KX372687|China",11,30,66,93,112,151,196,199,199,199,199,199
"1396","2016|KX768338|Argentina",4,12,49,64,73,71,77,76,76,76,76,76
"1397","2016|KX768339|Argentina",4,13,70,117,144,159,162,163,163,163,163,163
"1398","2016|KX768340|Argentina",4,13,70,117,144,159,162,163,163,163,163,163
"1399","2016|KX768341|Argentina",4,13,70,117,144,159,162,163,163,163,163,163
"1400","2016|KX768342|Argentina",4,13,70,117,144,159,162,163,163,163,163,163
"1401","2016|KX768343|Argentina",4,13,70,117,144,159,162,163,163,163,163,163
"1402","2016|KX768344|Argentina",4,13,70,117,144,159,162,163,163,163,163,163
"1403","2016|KX768345|Argentina",4,13,70,117,144,159,162,163,163,163,163,163
"1404","2016|KX768346|Argentina",4,13,70,117,144,159,162,163,163,163,163,163
"1405","2016|KX768347|Argentina",4,13,70,117,144,159,162,163,163,163,163,163
"1406","2016|KX768348|Argentina",4,13,70,117,144,159,162,163,163,163,163,163
"1407","2016|KX768349|Argentina",4,13,70,117,144,159,162,163,163,163,163,163
"1408","2016|KX768350|Argentina",4,13,70,117,144,159,162,163,163,163,163,163
"1409","2016|KX768351|Argentina",4,13,70,117,144,159,162,163,163,163,163,163
"1410","2016|KX768352|Argentina",4,13,70,117,144,159,162,163,163,163,163,163
"1411","2016|KX768353|Argentina",4,13,70,117,144,159,162,163,163,163,163,163
"1412","2016|KX768354|Argentina",4,13,70,117,144,159,162,163,163,163,163,163
"1413","2016|KX768355|Argentina",4,13,70,117,144,159,162,163,163,163,163,163
"1414","2016|KX768356|Argentina",4,13,70,117,144,159,162,163,163,163,163,163
"1415","2016|KX768357|Argentina",4,13,70,117,144,159,162,163,163,163,163,163
"1416","2016|KX768358|Argentina",4,13,70,117,144,159,162,163,163,163,163,163
"1417","2016|KX768359|Argentina",4,13,70,117,144,159,162,163,163,163,163,163
"1418","2016|KX768360|Argentina",4,13,70,117,144,159,162,163,163,163,163,163
"1419","2016|KX768361|Argentina",4,13,70,117,144,159,162,163,163,163,163,163
"1420","2016|KX768362|Argentina",4,13,70,117,144,159,162,163,163,163,163,163
"1421","2016|KX768363|Argentina",4,12,49,64,73,71,77,76,76,76,76,76
"1422","2016|KX768364|Argentina",4,12,49,64,73,71,77,76,76,76,76,76
"1423","2016|KX768365|Argentina",4,12,49,64,73,71,77,76,76,76,76,76
"1424","2016|KX768366|Argentina",4,12,49,64,73,71,77,76,76,76,76,76
"1425","2016|KX768367|Argentina",4,12,50,89,163,186,197,200,200,200,200,200
"1426","2016|KX768368|Argentina",4,12,50,89,163,186,197,200,200,200,200,200
"1427","2016|KX768369|Argentina",4,12,50,89,163,186,197,200,200,200,200,200
"1428","2016|KX768370|Argentina",4,12,50,89,163,186,197,200,200,200,200,200
"1429","2016|KX768371|Argentina",4,12,50,89,164,187,198,201,201,201,201,201
"1430","2016|KX768372|Argentina",4,12,50,89,163,186,197,200,200,200,200,200
"1431","2016|KX768373|Argentina",4,12,50,89,163,186,197,200,200,200,200,200
"1432","2016|KX768374|Argentina",4,12,50,89,163,186,197,200,200,200,200,200
"1433","2016|KX768375|Argentina",4,12,50,89,163,186,197,200,200,200,200,200
"1434","2016|KX768376|Argentina",4,12,50,89,163,186,197,200,200,200,200,200
"1435","2016|KX768377|Argentina",7,19,37,50,65,66,72,70,70,70,70,70
"1436","2016|KX768378|Argentina",11,30,67,120,165,188,199,202,202,202,202,202
"1437","2016|KX768379|Argentina",11,30,67,120,165,188,199,202,202,202,202,202
"1438","2016|KX768380|Argentina",11,30,66,95,166,189,200,203,203,203,203,203
"1439","2016|KX768381|Argentina",11,30,66,95,167,190,201,204,204,204,204,204
"1440","2016|KX768382|Argentina",11,30,66,95,167,190,201,204,204,204,204,204
"1441","2016|KX768383|Argentina",11,30,66,95,167,190,201,204,204,204,204,204
"1442","2016|KX768384|Argentina",11,30,66,95,167,190,201,204,204,204,204,204
"1443","2016|KX768385|Argentina",11,30,66,95,167,190,201,204,204,204,204,204
"1444","2016|KX768386|Argentina",11,30,67,120,165,188,199,202,202,202,202,202
"1445","2016|KX768387|Argentina",11,30,67,120,165,188,199,202,202,202,202,202
"1446","2016|KX768388|Argentina",11,30,67,120,165,188,199,202,202,202,202,202
"1447","2016|KX768389|Argentina",11,30,67,120,165,188,199,202,202,202,202,202
"1448","2016|KX768390|Argentina",11,30,67,120,165,188,199,202,202,202,202,202
"1449","2016|KX768391|Argentina",11,30,67,120,165,188,199,202,202,202,202,202
"1450","2016|KX768392|Argentina",11,30,67,120,165,188,199,202,202,202,202,202
"1451","2016|KX768393|Argentina",11,30,67,120,165,188,199,202,202,202,202,202
"1452","2016|KX768394|Argentina",11,30,67,120,165,188,199,202,202,202,202,202
"1453","2016|KX768395|Argentina",11,30,67,120,165,188,199,202,202,202,202,202
"1454","2016|KX768396|Argentina",11,30,67,120,165,188,199,202,202,202,202,202
"1455","2016|KX768397|Argentina",11,30,67,120,165,188,199,202,202,202,202,202
"1456","2016|KX768398|Argentina",11,30,67,120,165,188,199,202,202,202,202,202
"1457","2016|KX768399|Argentina",11,30,67,120,165,188,199,202,202,202,202,202
"1458","2016|KX768400|Argentina",11,30,67,120,165,188,199,202,202,202,202,202
"1459","2016|KX768401|Argentina",11,30,67,120,165,188,199,202,202,202,202,202
"1460","2016|KX768402|Argentina",11,30,67,120,165,188,199,202,202,202,202,202
"1461","2016|KX768403|Argentina",11,30,67,120,165,188,199,202,202,202,202,202
"1462","2016|KX768404|Argentina",11,30,67,120,165,188,199,202,202,202,202,202
"1463","2016|KX768405|Argentina",11,30,67,120,165,188,199,202,202,202,202,202
"1464","2016|KX768406|Argentina",11,30,67,120,165,188,199,202,202,202,202,202
"1465","2016|KX768407|Argentina",11,30,67,120,165,188,199,202,202,202,202,202
"1466","2016|KX768408|Argentina",11,30,67,120,165,188,199,202,202,202,202,202
"1467","2016|KX768409|Argentina",11,30,67,120,165,188,199,202,202,202,202,202
"1468","2016|KX768410|Argentina",11,30,67,120,165,188,199,202,202,202,202,202
"1469","2016|KX768411|Argentina",11,30,67,120,165,188,199,202,202,202,202,202
"1470","2016|KX768412|Argentina",11,30,67,120,165,188,199,202,202,202,202,202
"1471","2016|KX768413|Argentina",11,30,67,120,165,188,199,202,202,202,202,202
"1472","2016|KX768414|Argentina",11,30,67,120,165,188,199,202,202,202,202,202
"1473","2016|KX768415|Argentina",11,30,67,120,165,188,199,202,202,202,202,202
"1474","2016|KX768416|Argentina",11,30,67,120,165,188,199,202,202,202,202,202
"1475","2016|KX768417|Argentina",11,30,67,120,165,188,199,202,202,202,202,202
"1476","2016|KX768418|Argentina",11,30,67,120,165,188,199,202,202,202,202,202
"1477","2016|KX768419|Argentina",11,30,67,120,165,188,199,202,202,202,202,202
"1478","2016|KY283848|Argentina",4,13,70,117,144,159,162,163,163,163,163,163
"1479","2016|KY283849|Argentina",4,12,50,89,163,186,197,200,200,200,200,200
"1480","2016|KY283850|Argentina",4,13,70,117,144,159,162,163,163,163,163,163
"1481","2016|KY283851|Argentina",4,13,70,117,144,159,162,163,163,163,163,163
"1482","2016|KY283852|Argentina",4,13,70,117,144,159,162,163,163,163,163,163
"1483","2016|KY283853|Argentina",11,30,66,95,167,190,201,204,204,204,204,204
"1484","2016|KY495795|Maldives",10,27,40,80,99,99,102,105,105,105,105,105
"1485","2016|KY829115|Saint_Barthelemy",9,25,48,103,129,139,141,144,144,144,144,144
